userid,version,sum_gamerounds,retention_1,retention_7
24217,gate_40,165,0,1
24218,gate_40,591,0,1
24219,gate_30,140,1,0
24220,gate_40,192,0,1
24221,gate_30,101,1,0
24222,gate_30,72,0,0
24223,gate_30,422,1,0
24224,gate_30,305,0,0
24225,gate_30,236,1,0
24226,gate_30,174,0,1
24227,gate_40,312,0,0
24228,gate_40,240,0,1
24229,gate_30,244,1,1
24230,gate_40,116,1,0
24231,gate_40,213,1,1
24232,gate_30,517,1,1
24233,gate_30,81,1,0
24234,gate_40,297,1,1
24235,gate_40,213,0,0
24236,gate_30,281,1,1
24237,gate_40,154,0,0
24238,gate_30,108,0,0
24239,gate_30,438,0,1
24240,gate_40,277,0,0
24241,gate_40,151,1,0
24242,gate_30,279,1,1
24243,gate_30,82,1,0
24244,gate_40,163,1,0
24245,gate_40,285,0,0
24246,gate_30,276,1,1
24247,gate_30,87,1,1
24248,gate_40,214,0,0
24249,gate_40,149,0,0
24250,gate_40,166,1,1
24251,gate_40,336,1,0
24252,gate_40,263,1,1
24253,gate_30,446,1,0
24254,gate_40,199,1,0
24255,gate_40,89,0,0
24256,gate_30,126,1,0
24257,gate_40,124,1,0
24258,gate_40,272,0,0
24259,gate_30,192,0,0
24260,gate_40,138,0,1
24261,gate_30,157,0,0
24262,gate_40,397,1,0
24263,gate_40,270,1,0
24264,gate_30,119,0,1
24265,gate_40,221,1,1
24266,gate_40,204,1,0
24267,gate_40,323,0,1
24268,gate_40,106,1,1
24269,gate_40,260,0,0
24270,gate_30,293,1,0
24271,gate_40,318,0,0
24272,gate_30,471,1,1
24273,gate_30,165,0,0
24274,gate_40,197,1,1
24275,gate_40,131,1,0
24276,gate_40,319,0,1
24277,gate_40,434,0,1
24278,gate_30,371,0,1
24279,gate_40,326,1,0
24280,gate_40,215,0,0
24281,gate_40,319,1,0
24282,gate_30,179,0,0
24283,gate_40,122,1,0
24284,gate_40,207,1,1
24285,gate_30,329,1,0
24286,gate_30,194,0,0
24287,gate_30,177,0,0
24288,gate_40,300,0,0
24289,gate_40,185,0,0
24290,gate_30,168,1,0
24291,gate_30,339,0,0
24292,gate_30,432,0,0
24293,gate_30,170,0,0
24294,gate_30,194,0,0
24295,gate_30,111,1,0
24296,gate_30,179,1,0
24297,gate_30,313,0,0
24298,gate_30,178,1,0
24299,gate_30,189,0,0
24300,gate_40,180,0,0
24301,gate_30,231,0,0
24302,gate_30,99,1,1
24303,gate_30,202,1,0
24304,gate_40,332,1,1
24305,gate_30,190,0,0
24306,gate_30,335,0,0
24307,gate_30,373,0,1
24308,gate_30,486,1,0
24309,gate_40,134,1,1
24310,gate_30,285,1,0
24311,gate_30,304,0,1
24312,gate_40,230,1,0
24313,gate_40,338,0,0
24314,gate_40,104,1,1
24315,gate_30,202,1,1
24316,gate_40,265,1,0
24317,gate_30,363,0,1
24318,gate_40,179,1,0
24319,gate_30,138,1,0
24320,gate_40,210,0,0
24321,gate_30,151,0,0
24322,gate_40,174,0,0
24323,gate_30,183,0,0
24324,gate_40,137,1,0
24325,gate_40,267,1,1
24326,gate_30,410,1,0
24327,gate_40,232,0,0
24328,gate_40,228,1,0
24329,gate_40,234,1,1
24330,gate_30,201,1,0
24331,gate_30,323,1,1
24332,gate_30,207,0,0
24333,gate_30,511,1,0
24334,gate_40,174,1,0
24335,gate_40,117,1,1
24336,gate_30,379,1,0
24337,gate_40,343,0,0
24338,gate_40,376,0,0
24339,gate_30,115,0,0
24340,gate_30,136,1,0
24341,gate_30,208,1,1
24342,gate_40,354,1,0
24343,gate_30,255,1,1
24344,gate_30,247,1,0
24345,gate_30,304,0,0
24346,gate_40,140,0,0
24347,gate_30,127,0,0
24348,gate_30,190,1,0
24349,gate_40,446,1,0
24350,gate_40,491,1,0
24351,gate_30,75,1,0
24352,gate_40,284,1,0
24353,gate_40,217,0,0
24354,gate_40,125,1,0
24355,gate_40,154,1,1
24356,gate_30,386,1,1
24357,gate_30,193,1,0
24358,gate_40,280,1,0
24359,gate_30,201,1,0
24360,gate_30,487,0,0
24361,gate_30,360,1,1
24362,gate_30,512,0,0
24363,gate_40,343,1,0
24364,gate_30,225,0,0
24365,gate_30,209,0,0
24366,gate_30,176,0,1
24367,gate_30,237,0,0
24368,gate_40,306,1,1
24369,gate_40,163,0,0
24370,gate_30,267,1,0
24371,gate_30,212,1,0
24372,gate_30,240,0,1
24373,gate_40,273,1,1
24374,gate_30,303,1,0
24375,gate_40,206,0,0
24376,gate_30,298,0,0
24377,gate_40,187,0,0
24378,gate_30,599,0,0
24379,gate_40,183,1,0
24380,gate_30,220,0,0
24381,gate_40,146,0,0
24382,gate_30,341,1,0
24383,gate_40,282,1,0
24384,gate_30,384,0,0
24385,gate_40,160,0,1
24386,gate_40,44,1,0
24387,gate_30,206,1,0
24388,gate_30,167,0,0
24389,gate_30,366,1,0
24390,gate_40,147,1,0
24391,gate_30,202,0,1
24392,gate_40,326,1,0
24393,gate_40,331,0,0
24394,gate_40,159,1,0
24395,gate_40,170,1,0
24396,gate_30,276,1,1
24397,gate_40,421,0,0
24398,gate_40,340,0,1
24399,gate_40,130,1,1
24400,gate_30,379,0,0
24401,gate_40,248,0,0
24402,gate_40,399,0,0
24403,gate_30,316,0,0
24404,gate_30,290,1,0
24405,gate_30,320,1,0
24406,gate_30,112,1,0
24407,gate_30,369,1,0
24408,gate_30,218,0,0
24409,gate_40,262,0,1
24410,gate_40,193,1,0
24411,gate_30,128,1,1
24412,gate_30,491,0,0
24413,gate_40,392,1,1
24414,gate_40,149,1,1
24415,gate_40,279,1,0
24416,gate_40,233,1,0
24417,gate_40,135,1,1
24418,gate_30,299,0,0
24419,gate_30,278,0,0
24420,gate_40,165,0,1
24421,gate_30,216,1,0
24422,gate_30,372,1,1
24423,gate_40,318,1,0
24424,gate_40,216,1,1
24425,gate_40,351,0,0
24426,gate_40,323,0,1
24427,gate_40,295,0,0
24428,gate_30,143,0,1
24429,gate_40,149,1,0
24430,gate_30,210,0,0
24431,gate_30,320,0,0
24432,gate_40,336,0,1
24433,gate_40,249,1,1
24434,gate_40,271,1,0
24435,gate_40,297,0,0
24436,gate_30,169,1,1
24437,gate_30,384,1,1
24438,gate_30,193,0,0
24439,gate_30,550,0,1
24440,gate_40,343,1,1
24441,gate_40,346,0,0
24442,gate_40,273,1,0
24443,gate_40,115,0,0
24444,gate_30,173,1,0
24445,gate_30,472,1,1
24446,gate_30,238,1,0
24447,gate_30,280,1,0
24448,gate_40,151,1,0
24449,gate_40,132,1,1
24450,gate_40,299,0,0
24451,gate_30,396,0,0
24452,gate_40,230,0,0
24453,gate_40,86,1,0
24454,gate_30,150,1,0
24455,gate_40,257,0,0
24456,gate_40,159,1,1
24457,gate_30,102,1,0
24458,gate_40,195,1,0
24459,gate_30,181,0,1
24460,gate_30,237,0,0
24461,gate_30,466,0,0
24462,gate_40,332,0,0
24463,gate_40,166,0,0
24464,gate_30,344,1,0
24465,gate_30,219,1,1
24466,gate_40,429,1,1
24467,gate_40,129,1,0
24468,gate_30,213,1,0
24469,gate_30,168,0,0
24470,gate_40,151,0,1
24471,gate_40,112,1,0
24472,gate_40,25,1,0
24473,gate_30,328,1,0
24474,gate_40,340,1,1
24475,gate_30,63,1,0
24476,gate_40,202,1,0
24477,gate_40,321,0,0
24478,gate_30,384,0,0
24479,gate_40,182,1,0
24480,gate_40,231,1,0
24481,gate_40,199,0,0
24482,gate_30,145,1,1
24483,gate_30,164,1,1
24484,gate_30,538,1,1
24485,gate_40,250,1,0
24486,gate_40,298,1,0
24487,gate_30,540,1,0
24488,gate_40,375,0,1
24489,gate_30,184,1,1
24490,gate_30,193,0,1
24491,gate_40,253,0,0
24492,gate_40,131,1,0
24493,gate_40,151,0,0
24494,gate_30,189,0,0
24495,gate_30,335,1,0
24496,gate_30,102,1,0
24497,gate_30,157,0,0
24498,gate_40,83,1,0
24499,gate_30,210,1,0
24500,gate_30,195,1,0
24501,gate_40,453,1,1
24502,gate_30,294,1,1
24503,gate_30,107,1,1
24504,gate_30,188,1,1
24505,gate_30,380,0,0
24506,gate_40,381,1,0
24507,gate_30,297,0,0
24508,gate_30,213,1,1
24509,gate_30,270,1,0
24510,gate_30,189,0,0
24511,gate_40,312,0,0
24512,gate_30,151,1,1
24513,gate_40,282,1,1
24514,gate_40,131,0,0
24515,gate_30,157,1,1
24516,gate_40,182,1,0
24517,gate_40,337,0,0
24518,gate_30,285,0,0
24519,gate_30,196,1,0
24520,gate_40,179,0,1
24521,gate_40,132,1,0
24522,gate_40,313,0,1
24523,gate_30,169,0,0
24524,gate_40,386,0,1
24525,gate_30,227,0,0
24526,gate_30,282,0,0
24527,gate_40,190,0,0
24528,gate_40,287,1,0
24529,gate_40,303,1,0
24530,gate_40,216,0,0
24531,gate_30,171,1,1
24532,gate_40,273,1,0
24533,gate_40,172,1,0
24534,gate_30,113,1,0
24535,gate_40,166,1,0
24536,gate_30,209,0,0
24537,gate_40,136,1,0
24538,gate_30,315,1,0
24539,gate_40,152,0,0
24540,gate_30,150,1,1
24541,gate_40,349,0,0
24542,gate_30,312,0,0
24543,gate_40,357,0,0
24544,gate_30,278,0,0
24545,gate_30,77,1,0
24546,gate_40,178,1,0
24547,gate_30,348,0,1
24548,gate_40,91,0,0
24549,gate_30,189,0,0
24550,gate_40,307,1,1
24551,gate_40,231,1,0
24552,gate_40,141,1,0
24553,gate_30,629,0,0
24554,gate_40,247,0,0
24555,gate_40,512,0,0
24556,gate_30,180,1,1
24557,gate_40,154,0,0
24558,gate_30,143,1,0
24559,gate_40,82,1,1
24560,gate_30,228,0,0
24561,gate_30,288,0,0
24562,gate_40,404,0,1
24563,gate_30,390,0,0
24564,gate_30,216,1,0
24565,gate_40,363,1,0
24566,gate_30,277,0,0
24567,gate_30,246,0,0
24568,gate_30,157,0,0
24569,gate_40,211,0,0
24570,gate_40,271,1,0
24571,gate_40,216,1,0
24572,gate_40,133,1,0
24573,gate_40,385,0,0
24574,gate_30,316,1,1
24575,gate_30,539,0,0
24576,gate_30,208,1,1
24577,gate_40,182,0,1
24578,gate_40,258,1,0
24579,gate_40,122,0,0
24580,gate_30,301,0,0
24581,gate_40,414,1,0
24582,gate_40,379,1,0
24583,gate_30,212,0,1
24584,gate_30,546,0,0
24585,gate_30,165,0,0
24586,gate_40,266,0,0
24587,gate_30,124,1,0
24588,gate_30,249,1,1
24589,gate_30,164,1,1
24590,gate_30,109,1,0
24591,gate_40,334,1,0
24592,gate_30,227,1,1
24593,gate_30,238,1,0
24594,gate_40,484,1,0
24595,gate_40,382,1,0
24596,gate_40,240,1,0
24597,gate_40,51,1,0
24598,gate_40,346,1,0
24599,gate_30,254,0,0
24600,gate_30,267,1,0
24601,gate_30,251,0,0
24602,gate_40,365,1,0
24603,gate_30,242,0,0
24604,gate_30,39,1,0
24605,gate_40,177,1,0
24606,gate_40,182,1,0
24607,gate_40,131,1,0
24608,gate_40,266,0,0
24609,gate_30,269,1,0
24610,gate_30,197,1,0
24611,gate_30,124,1,0
24612,gate_40,283,0,0
24613,gate_30,108,0,1
24614,gate_40,190,0,1
24615,gate_40,346,0,1
24616,gate_40,127,0,0
24617,gate_40,189,1,0
24618,gate_40,675,0,0
24619,gate_40,216,0,0
24620,gate_30,495,1,0
24621,gate_30,546,1,1
24622,gate_40,363,1,0
24623,gate_40,140,0,0
24624,gate_40,216,0,0
24625,gate_40,292,1,1
24626,gate_40,324,1,0
24627,gate_30,213,1,1
24628,gate_40,188,1,1
24629,gate_40,240,0,0
24630,gate_30,191,1,0
24631,gate_30,126,1,0
24632,gate_40,175,1,0
24633,gate_30,615,0,0
24634,gate_40,106,0,0
24635,gate_40,211,0,0
24636,gate_40,134,0,0
24637,gate_30,344,0,0
24638,gate_40,416,0,0
24639,gate_30,461,1,0
24640,gate_40,308,0,0
24641,gate_40,153,1,0
24642,gate_30,248,0,0
24643,gate_40,229,1,0
24644,gate_30,309,1,1
24645,gate_40,232,1,0
24646,gate_30,344,1,0
24647,gate_40,184,1,1
24648,gate_40,143,0,0
24649,gate_40,381,1,0
24650,gate_30,367,0,0
24651,gate_40,171,1,0
24652,gate_40,334,1,1
24653,gate_40,149,1,0
24654,gate_40,133,1,0
24655,gate_30,411,1,0
24656,gate_30,195,0,0
24657,gate_40,177,1,0
24658,gate_30,303,1,0
24659,gate_40,385,1,0
24660,gate_30,165,0,0
24661,gate_40,266,1,1
24662,gate_30,359,1,0
24663,gate_40,291,0,0
24664,gate_40,105,1,0
24665,gate_30,299,1,0
24666,gate_30,217,1,1
24667,gate_30,368,1,1
24668,gate_30,319,1,0
24669,gate_30,268,0,0
24670,gate_40,42,0,0
24671,gate_30,270,1,0
24672,gate_40,257,0,0
24673,gate_30,87,1,0
24674,gate_30,83,1,0
24675,gate_30,138,0,0
24676,gate_30,267,1,0
24677,gate_40,178,1,0
24678,gate_30,317,1,0
24679,gate_40,254,0,0
24680,gate_40,407,0,0
24681,gate_40,87,1,0
24682,gate_40,207,0,0
24683,gate_40,166,0,0
24684,gate_40,244,0,0
24685,gate_40,133,0,0
24686,gate_30,187,1,0
24687,gate_40,92,0,0
24688,gate_30,133,0,0
24689,gate_40,158,1,0
24690,gate_40,172,1,0
24691,gate_40,79,1,0
24692,gate_40,81,1,1
24693,gate_40,243,1,0
24694,gate_30,283,1,1
24695,gate_30,354,1,0
24696,gate_30,161,1,1
24697,gate_30,230,1,1
24698,gate_30,408,1,1
24699,gate_40,138,1,0
24700,gate_40,133,1,0
24701,gate_30,139,0,0
24702,gate_40,425,0,0
24703,gate_30,242,1,0
24704,gate_30,225,0,0
24705,gate_30,325,1,0
24706,gate_40,154,1,0
24707,gate_30,78,0,1
24708,gate_30,281,0,1
24709,gate_40,148,1,0
24710,gate_40,353,0,0
24711,gate_30,211,1,0
24712,gate_40,70,0,0
24713,gate_30,388,1,0
24714,gate_30,439,0,0
24715,gate_30,351,0,0
24716,gate_30,162,1,0
24717,gate_30,384,1,0
24718,gate_40,158,0,0
24719,gate_40,129,0,1
24720,gate_30,91,1,0
24721,gate_40,258,1,0
24722,gate_30,282,1,0
24723,gate_40,259,0,0
24724,gate_30,255,1,1
24725,gate_40,241,0,0
24726,gate_40,196,1,0
24727,gate_30,153,1,0
24728,gate_30,231,0,0
24729,gate_30,197,0,0
24730,gate_40,214,0,0
24731,gate_40,383,1,0
24732,gate_30,197,0,0
24733,gate_30,183,0,1
24734,gate_40,201,0,0
24735,gate_30,262,0,0
24736,gate_40,319,0,0
24737,gate_30,230,0,0
24738,gate_30,300,1,0
24739,gate_40,79,1,0
24740,gate_40,240,0,0
24741,gate_40,310,0,0
24742,gate_40,147,0,0
24743,gate_40,244,1,0
24744,gate_40,449,0,0
24745,gate_40,277,0,0
24746,gate_30,295,0,0
24747,gate_40,208,0,0
24748,gate_40,429,1,0
24749,gate_40,313,0,0
24750,gate_40,537,1,1
24751,gate_40,395,1,0
24752,gate_40,291,0,0
24753,gate_30,150,1,0
24754,gate_30,351,1,0
24755,gate_30,288,0,0
24756,gate_30,186,1,1
24757,gate_30,193,0,0
24758,gate_40,411,1,0
24759,gate_30,161,1,0
24760,gate_40,595,0,0
24761,gate_40,392,1,0
24762,gate_30,108,0,1
24763,gate_30,165,1,0
24764,gate_30,421,1,0
24765,gate_30,248,0,0
24766,gate_40,130,1,0
24767,gate_40,303,1,0
24768,gate_30,372,0,0
24769,gate_40,317,0,0
24770,gate_40,538,1,0
24771,gate_30,209,1,0
24772,gate_30,260,1,0
24773,gate_30,173,1,0
24774,gate_40,149,1,1
24775,gate_30,235,0,1
24776,gate_40,205,1,0
24777,gate_40,191,0,1
24778,gate_40,290,0,0
24779,gate_40,446,0,0
24780,gate_40,182,0,0
24781,gate_30,518,0,0
24782,gate_30,80,1,0
24783,gate_30,145,1,0
24784,gate_30,265,1,0
24785,gate_40,383,0,0
24786,gate_40,300,0,0
24787,gate_40,710,1,1
24788,gate_40,201,0,0
24789,gate_40,55,0,0
24790,gate_30,452,1,1
24791,gate_30,147,0,0
24792,gate_30,259,1,0
24793,gate_40,454,1,1
24794,gate_30,81,1,0
24795,gate_40,192,1,0
24796,gate_40,388,1,0
24797,gate_30,141,1,0
24798,gate_30,375,0,0
24799,gate_30,251,0,1
24800,gate_40,386,1,0
24801,gate_40,178,1,0
24802,gate_30,250,0,0
24803,gate_30,186,0,0
24804,gate_30,381,0,1
24805,gate_40,252,1,0
24806,gate_40,102,0,0
24807,gate_40,318,1,0
24808,gate_40,548,1,0
24809,gate_40,123,0,0
24810,gate_30,455,0,0
24811,gate_30,125,0,0
24812,gate_30,125,0,0
24813,gate_40,262,1,0
24814,gate_30,342,0,0
24815,gate_40,235,1,0
24816,gate_30,363,1,0
24817,gate_30,272,1,0
24818,gate_40,247,1,0
24819,gate_40,183,1,0
24820,gate_40,373,0,0
24821,gate_40,117,0,0
24822,gate_40,284,0,0
24823,gate_30,170,0,0
24824,gate_30,219,1,0
24825,gate_40,369,0,0
24826,gate_30,172,0,0
24827,gate_30,82,1,1
24828,gate_40,317,0,0
24829,gate_40,49,0,1
24830,gate_30,421,1,1
24831,gate_30,248,1,0
24832,gate_40,389,1,0
24833,gate_30,179,0,0
24834,gate_40,141,0,0
24835,gate_30,216,1,0
24836,gate_30,308,1,0
24837,gate_40,243,1,0
24838,gate_40,223,1,0
24839,gate_30,237,1,0
24840,gate_40,206,0,0
24841,gate_40,168,0,0
24842,gate_40,127,0,0
24843,gate_30,120,0,0
24844,gate_40,130,0,1
24845,gate_40,241,1,1
24846,gate_30,300,0,1
24847,gate_30,233,0,0
24848,gate_30,552,0,0
24849,gate_40,247,1,0
24850,gate_30,270,1,0
24851,gate_30,562,1,0
24852,gate_30,279,0,0
24853,gate_30,99,0,0
24854,gate_40,433,1,0
24855,gate_40,73,1,0
24856,gate_30,129,0,0
24857,gate_30,191,0,0
24858,gate_30,281,0,0
24859,gate_30,181,1,0
24860,gate_40,87,1,0
24861,gate_40,264,1,0
24862,gate_40,492,1,0
24863,gate_30,588,0,0
24864,gate_40,180,1,0
24865,gate_40,273,1,0
24866,gate_40,178,1,1
24867,gate_30,199,0,0
24868,gate_30,221,0,0
24869,gate_30,130,1,0
24870,gate_40,195,0,1
24871,gate_40,377,0,0
24872,gate_30,131,1,1
24873,gate_30,190,1,0
24874,gate_40,370,1,0
24875,gate_40,108,1,0
24876,gate_30,156,1,1
24877,gate_30,200,0,0
24878,gate_40,98,0,1
24879,gate_40,215,1,1
24880,gate_40,536,0,0
24881,gate_30,236,0,0
24882,gate_40,47,1,0
24883,gate_30,374,1,0
24884,gate_40,108,1,0
24885,gate_40,155,1,1
24886,gate_30,331,0,0
24887,gate_40,266,1,0
24888,gate_30,345,1,0
24889,gate_40,120,1,0
24890,gate_40,237,0,0
24891,gate_40,158,1,1
24892,gate_40,223,1,1
24893,gate_40,281,1,1
24894,gate_40,438,0,0
24895,gate_30,287,1,0
24896,gate_40,125,0,1
24897,gate_30,206,1,1
24898,gate_30,385,1,0
24899,gate_30,422,1,0
24900,gate_40,178,1,0
24901,gate_40,200,1,0
24902,gate_40,237,1,0
24903,gate_40,346,0,0
24904,gate_40,137,0,0
24905,gate_40,453,1,0
24906,gate_30,382,1,1
24907,gate_40,264,1,1
24908,gate_40,358,1,0
24909,gate_30,216,1,0
24910,gate_30,424,0,0
24911,gate_40,400,0,1
24912,gate_40,333,0,1
24913,gate_30,241,1,0
24914,gate_40,254,1,0
24915,gate_40,168,0,1
24916,gate_30,203,0,0
24917,gate_30,65,0,0
24918,gate_40,142,0,1
24919,gate_30,180,0,0
24920,gate_30,74,1,0
24921,gate_30,204,0,0
24922,gate_40,248,0,0
24923,gate_30,180,0,0
24924,gate_40,99,1,0
24925,gate_30,184,0,0
24926,gate_40,236,1,0
24927,gate_40,170,0,0
24928,gate_40,157,0,1
24929,gate_40,117,0,0
24930,gate_30,268,0,0
24931,gate_40,191,1,0
24932,gate_40,341,0,0
24933,gate_30,298,1,1
24934,gate_30,232,0,0
24935,gate_30,287,1,0
24936,gate_30,240,0,0
24937,gate_40,193,0,0
24938,gate_40,181,0,1
24939,gate_30,254,0,0
24940,gate_40,166,0,1
24941,gate_30,513,0,1
24942,gate_30,631,0,0
24943,gate_40,170,1,0
24944,gate_40,316,1,0
24945,gate_40,105,0,0
24946,gate_40,177,1,1
24947,gate_40,117,1,0
24948,gate_30,179,1,0
24949,gate_40,83,1,1
24950,gate_40,349,1,0
24951,gate_40,228,1,0
24952,gate_30,332,1,1
24953,gate_30,332,1,0
24954,gate_40,243,1,0
24955,gate_30,517,0,1
24956,gate_40,266,1,0
24957,gate_30,290,1,0
24958,gate_30,180,0,1
24959,gate_30,264,1,0
24960,gate_40,174,0,1
24961,gate_30,250,1,0
24962,gate_40,125,1,0
24963,gate_30,226,0,0
24964,gate_40,275,0,0
24965,gate_30,72,1,0
24966,gate_40,286,0,0
24967,gate_40,297,1,0
24968,gate_40,194,0,1
24969,gate_40,192,0,0
24970,gate_40,123,0,0
24971,gate_40,296,0,1
24972,gate_40,85,1,1
24973,gate_40,153,1,0
24974,gate_30,57,1,0
24975,gate_30,469,1,1
24976,gate_30,94,1,0
24977,gate_40,179,1,0
24978,gate_40,414,1,1
24979,gate_40,124,0,0
24980,gate_30,122,1,0
24981,gate_30,162,0,0
24982,gate_30,187,0,0
24983,gate_40,174,1,0
24984,gate_30,247,1,0
24985,gate_40,123,0,1
24986,gate_30,223,0,0
24987,gate_30,200,0,0
24988,gate_40,202,1,1
24989,gate_40,353,0,0
24990,gate_40,145,0,0
24991,gate_30,88,1,0
24992,gate_40,176,1,0
24993,gate_40,234,0,0
24994,gate_30,199,0,0
24995,gate_40,263,0,0
24996,gate_30,240,0,0
24997,gate_40,515,0,0
24998,gate_30,313,1,0
24999,gate_30,132,0,1
25000,gate_40,223,0,0
25001,gate_30,228,1,0
25002,gate_30,266,0,0
25003,gate_30,105,1,0
25004,gate_30,184,1,0
25005,gate_40,189,0,0
25006,gate_30,239,0,0
25007,gate_40,152,1,0
25008,gate_40,136,1,0
25009,gate_40,340,0,0
25010,gate_40,148,1,0
25011,gate_40,182,1,0
25012,gate_30,137,0,0
25013,gate_40,179,1,0
25014,gate_40,212,0,0
25015,gate_40,351,0,1
25016,gate_40,149,0,0
25017,gate_40,286,0,0
25018,gate_40,222,1,0
25019,gate_40,371,1,0
25020,gate_40,268,0,0
25021,gate_30,280,1,0
25022,gate_40,103,0,1
25023,gate_30,358,0,0
25024,gate_40,530,1,0
25025,gate_30,286,1,1
25026,gate_40,93,0,0
25027,gate_40,203,1,0
25028,gate_30,345,0,0
25029,gate_40,132,1,0
25030,gate_40,194,0,1
25031,gate_40,248,1,0
25032,gate_30,214,1,0
25033,gate_40,93,1,0
25034,gate_30,216,1,1
25035,gate_40,189,0,0
25036,gate_30,234,1,0
25037,gate_40,247,0,0
25038,gate_30,167,1,0
25039,gate_40,325,0,0
25040,gate_30,380,0,0
25041,gate_30,142,1,1
25042,gate_30,398,0,1
25043,gate_40,323,1,0
25044,gate_40,142,0,0
25045,gate_30,485,0,0
25046,gate_40,150,0,0
25047,gate_40,162,1,0
25048,gate_40,346,1,0
25049,gate_30,377,1,0
25050,gate_40,440,1,1
25051,gate_30,167,1,1
25052,gate_40,466,1,1
25053,gate_30,126,1,0
25054,gate_40,252,1,0
25055,gate_30,181,1,0
25056,gate_30,180,0,0
25057,gate_40,222,0,0
25058,gate_40,253,1,0
25059,gate_40,222,1,0
25060,gate_30,151,1,0
25061,gate_40,188,0,0
25062,gate_30,322,1,1
25063,gate_40,221,0,0
25064,gate_40,354,1,0
25065,gate_40,224,1,0
25066,gate_30,314,0,0
25067,gate_30,332,0,0
25068,gate_30,126,1,0
25069,gate_40,170,1,1
25070,gate_40,124,0,0
25071,gate_30,115,1,0
25072,gate_40,313,1,0
25073,gate_40,162,0,0
25074,gate_40,377,1,0
25075,gate_30,232,0,0
25076,gate_40,192,0,0
25077,gate_30,340,1,0
25078,gate_40,274,1,1
25079,gate_40,345,1,0
25080,gate_30,275,1,0
25081,gate_40,243,1,0
25082,gate_40,335,0,0
25083,gate_30,168,0,1
25084,gate_30,184,1,0
25085,gate_40,219,0,0
25086,gate_30,168,0,0
25087,gate_30,363,0,0
25088,gate_40,236,0,0
25089,gate_40,80,1,1
25090,gate_30,233,0,0
25091,gate_30,322,0,0
25092,gate_30,504,1,1
25093,gate_40,201,0,0
25094,gate_40,518,0,0
25095,gate_40,336,1,0
25096,gate_40,111,0,0
25097,gate_30,347,1,0
25098,gate_40,175,0,0
25099,gate_40,133,1,0
25100,gate_30,306,0,0
25101,gate_30,134,1,0
25102,gate_40,187,1,0
25103,gate_30,457,1,1
25104,gate_40,163,1,0
25105,gate_30,237,0,1
25106,gate_40,164,1,0
25107,gate_30,233,1,0
25108,gate_30,318,1,0
25109,gate_30,219,1,0
25110,gate_30,663,0,0
25111,gate_40,332,1,0
25112,gate_30,345,1,0
25113,gate_40,252,0,0
25114,gate_40,222,1,0
25115,gate_40,201,1,0
25116,gate_30,467,0,0
25117,gate_40,519,1,0
25118,gate_30,418,0,0
25119,gate_40,118,1,0
25120,gate_30,231,1,0
25121,gate_30,410,0,1
25122,gate_30,253,1,0
25123,gate_40,298,0,1
25124,gate_30,104,0,0
25125,gate_40,145,0,1
25126,gate_30,111,1,0
25127,gate_40,339,0,0
25128,gate_30,371,1,0
25129,gate_40,178,1,0
25130,gate_40,75,0,0
25131,gate_40,295,0,0
25132,gate_40,122,0,0
25133,gate_40,186,0,0
25134,gate_40,516,0,0
25135,gate_40,177,0,1
25136,gate_40,281,0,0
25137,gate_30,215,1,0
25138,gate_40,126,0,0
25139,gate_30,489,0,0
25140,gate_30,318,0,0
25141,gate_40,348,0,0
25142,gate_40,345,1,0
25143,gate_30,327,0,0
25144,gate_40,403,0,0
25145,gate_30,186,1,0
25146,gate_30,187,1,1
25147,gate_30,312,0,0
25148,gate_40,223,0,0
25149,gate_30,306,0,0
25150,gate_40,290,0,0
25151,gate_30,426,1,0
25152,gate_30,97,0,1
25153,gate_40,186,0,0
25154,gate_40,340,1,0
25155,gate_30,383,0,1
25156,gate_30,102,1,0
25157,gate_30,108,0,0
25158,gate_40,63,0,1
25159,gate_30,120,1,0
25160,gate_40,415,0,1
25161,gate_40,434,1,0
25162,gate_30,290,1,1
25163,gate_30,327,1,1
25164,gate_40,272,0,1
25165,gate_40,243,0,1
25166,gate_30,311,1,0
25167,gate_30,153,1,0
25168,gate_30,246,1,0
25169,gate_30,476,0,0
25170,gate_30,161,0,0
25171,gate_30,212,0,0
25172,gate_30,414,0,0
25173,gate_30,250,0,0
25174,gate_30,233,1,0
25175,gate_40,306,0,0
25176,gate_40,235,0,0
25177,gate_30,91,0,0
25178,gate_40,187,1,0
25179,gate_40,194,0,0
25180,gate_30,273,1,0
25181,gate_40,118,0,0
25182,gate_40,215,0,0
25183,gate_30,106,0,0
25184,gate_30,111,1,0
25185,gate_40,390,1,1
25186,gate_40,150,0,0
25187,gate_40,266,0,0
25188,gate_40,371,1,0
25189,gate_40,269,1,0
25190,gate_40,205,0,1
25191,gate_30,172,1,0
25192,gate_30,272,1,0
25193,gate_40,271,0,1
25194,gate_40,135,1,0
25195,gate_40,181,0,0
25196,gate_40,342,1,1
25197,gate_40,284,1,1
25198,gate_30,225,0,0
25199,gate_40,106,0,0
25200,gate_40,127,0,0
25201,gate_30,215,0,0
25202,gate_30,104,1,0
25203,gate_40,149,1,0
25204,gate_30,174,0,0
25205,gate_40,116,0,0
25206,gate_40,219,0,0
25207,gate_30,200,0,0
25208,gate_30,414,0,0
25209,gate_30,215,1,0
25210,gate_40,100,1,0
25211,gate_30,443,1,1
25212,gate_30,150,1,1
25213,gate_40,402,1,0
25214,gate_40,253,1,0
