transaction_id,player_id,transaction_date,item_name,item_category,price_usd,platform,country
TXN00005160,P047119,2024-02-02,gem_pack_medium,currency,4.99,Android,BR
TXN00005151,P047020,2024-02-02,gem_pack_large,currency,9.99,Android,CN
TXN00000602,P005585,2024-02-02,weekly_bundle,bundle,4.99,iOS,US
TXN00014136,P127737,2024-02-02,weekly_bundle,bundle,4.99,Android,UK
TXN00014194,P128111,2024-02-02,gem_pack_medium,currency,4.99,iOS,BR
TXN00006426,P058757,2024-02-02,weekly_bundle,bundle,4.99,Android,UK
TXN00021067,P189311,2024-02-02,vip_pass,subscription,14.99,iOS,JP
TXN00001665,P015515,2024-02-02,gem_pack_small,currency,0.99,Android,US
TXN00001666,P015515,2024-02-02,vip_pass,subscription,14.99,Android,US
TXN00032555,P291194,2024-02-02,gem_pack_large,currency,7.99,Android,CA
TXN00004032,P037554,2024-02-02,speed_boost,consumable,2.39,iOS,US
TXN00021468,P193390,2024-02-02,gem_pack_medium,currency,4.99,Android,DE
TXN00025821,P230953,2024-02-02,rare_chest,lootbox,2.99,iOS,US
TXN00030929,P277034,2024-02-02,vip_pass,subscription,14.99,iOS,FR
TXN00017823,P160964,2024-02-02,gem_pack_mega,currency,49.99,Android,US
TXN00012132,P109474,2024-02-02,battle_pass,subscription,9.99,iOS,US
TXN00007356,P067848,2024-02-02,gem_pack_small,currency,0.99,Android,CA
TXN00032059,P287044,2024-02-02,vip_pass,subscription,14.99,iOS,US
TXN00000555,P005219,2024-02-02,weekly_bundle,bundle,4.99,Android,CN
TXN00007430,P068453,2024-02-02,energy_refill,consumable,0.99,iOS,DE
TXN00009892,P090206,2024-02-02,weekly_bundle,bundle,4.99,Android,DE
TXN00009890,P090206,2024-02-02,gem_pack_large,currency,9.99,Android,DE
TXN00032091,P287667,2024-02-02,starter_bundle,bundle,2.99,Android,US
TXN00013938,P125662,2024-02-02,gem_pack_large,currency,9.99,iOS,ID
TXN00013939,P125662,2024-02-02,vip_pass,subscription,14.99,iOS,ID
TXN00019523,P175845,2024-02-02,shield_pack,consumable,3.99,Android,TW
TXN00003856,P035509,2024-02-02,gem_pack_small,currency,0.99,iOS,US
TXN00000461,P004455,2024-02-02,extra_lives,consumable,1.99,iOS,TW
TXN00012242,P110444,2024-02-02,vip_pass,subscription,14.99,iOS,TW
TXN00032089,P287667,2024-02-02,legendary_chest,lootbox,14.99,Android,US
TXN00013945,P125662,2024-02-02,energy_refill,consumable,0.99,iOS,ID
TXN00025799,P230828,2024-02-02,epic_chest,lootbox,6.39,Android,US
TXN00017788,P160447,2024-02-02,energy_refill,consumable,0.99,Android,DE
TXN00009977,P090878,2024-02-02,battle_pass,subscription,9.99,Android,US
TXN00005332,P048681,2024-02-02,monthly_bundle,bundle,9.99,iOS,CA
TXN00007478,P068974,2024-02-02,gem_pack_small,currency,0.99,Android,IN
TXN00028257,P253359,2024-02-02,extra_lives,consumable,1.59,Android,JP
TXN00007550,P069603,2024-02-02,speed_boost,consumable,2.39,Android,US
TXN00006448,P058849,2024-02-02,speed_boost,consumable,2.39,iOS,KR
TXN00010232,P092680,2024-02-02,gem_pack_medium,currency,4.99,iOS,TW
TXN00030930,P277034,2024-02-02,gem_pack_large,currency,9.99,iOS,FR
TXN00005841,P053927,2024-02-02,starter_bundle,bundle,2.99,iOS,US
TXN00004943,P044842,2024-02-02,gem_pack_small,currency,0.99,Android,CN
TXN00017949,P162005,2024-02-02,gem_pack_medium,currency,4.99,Android,ID
TXN00005867,P054224,2024-02-02,speed_boost,consumable,2.99,iOS,US
TXN00004262,P039196,2024-02-02,weekly_bundle,bundle,4.99,Android,IN
TXN00004265,P039196,2024-02-02,gem_pack_large,currency,9.99,Android,IN
TXN00023912,P215014,2024-02-02,speed_boost,consumable,2.99,iOS,AU
TXN00023391,P210627,2024-02-02,cosmetic_skin_2,cosmetic,9.99,iOS,TW
TXN00020709,P186405,2024-02-02,gem_pack_small,currency,0.99,Android,US
TXN00011414,P102954,2024-02-02,epic_chest,lootbox,7.99,iOS,CN
TXN00017839,P161166,2024-02-02,energy_refill,consumable,0.99,Android,US
TXN00022567,P203287,2024-02-02,cosmetic_skin_1,cosmetic,3.99,Android,DE
TXN00022569,P203287,2024-02-02,gem_pack_medium,currency,4.99,Android,DE
TXN00003542,P033041,2024-02-02,speed_boost,consumable,2.99,iOS,CA
TXN00015117,P136979,2024-02-02,season_pass,subscription,19.99,iOS,UK
TXN00024422,P219531,2024-02-02,gem_pack_medium,currency,4.99,Android,FR
TXN00019591,P176300,2024-02-02,gem_pack_medium,currency,4.99,iOS,US
TXN00020269,P182199,2024-02-02,gem_pack_small,currency,0.99,Android,BR
TXN00001115,P010715,2024-02-02,gem_pack_large,currency,7.99,iOS,US
TXN00003567,P033204,2024-02-02,gem_pack_large,currency,9.99,Android,US
TXN00026077,P232781,2024-02-02,gem_pack_medium,currency,3.99,Android,MX
TXN00026386,P235608,2024-02-02,gem_pack_medium,currency,4.99,Android,US
TXN00023394,P210627,2024-02-02,gem_pack_medium,currency,4.99,iOS,TW
TXN00027905,P249758,2024-02-02,gem_pack_large,currency,9.99,iOS,DE
TXN00012904,P116146,2024-02-02,weekly_bundle,bundle,4.99,Android,US
TXN00026757,P239079,2024-02-02,shield_pack,consumable,3.99,Android,MX
TXN00028468,P254988,2024-02-02,gem_pack_large,currency,5.0,Android,US
TXN00019172,P173103,2024-02-02,extra_lives,consumable,1.99,Android,KR
TXN00020061,P180237,2024-02-02,gem_pack_ultra,currency,99.99,Android,IN
TXN00022287,P200763,2024-02-02,legendary_chest,lootbox,14.99,iOS,FR
TXN00022288,P200763,2024-02-02,gem_pack_medium,currency,4.99,iOS,FR
TXN00009443,P086383,2024-02-02,weekly_bundle,bundle,4.99,iOS,BR
TXN00032749,P293351,2024-02-03,gem_pack_small,currency,0.99,iOS,CN
TXN00024082,P216662,2024-02-03,weekly_bundle,bundle,4.99,Android,US
TXN00016358,P147865,2024-02-03,starter_bundle,bundle,2.99,Android,US
TXN00023122,P208334,2024-02-03,season_pass,subscription,19.99,iOS,BR
TXN00020388,P183201,2024-02-03,battle_pass,subscription,9.99,Android,DE
TXN00000216,P002136,2024-02-03,season_pass,subscription,15.99,Android,DE
TXN00030932,P277034,2024-02-03,gem_pack_mega,currency,39.99,iOS,FR
TXN00027755,P248491,2024-02-03,monthly_bundle,bundle,9.99,iOS,US
TXN00027245,P243301,2024-02-03,gem_pack_large,currency,7.99,Android,FR
TXN00012349,P111268,2024-02-03,gem_pack_small,currency,0.99,iOS,AU
TXN00018472,P167037,2024-02-03,gem_pack_small,currency,0.99,iOS,AU
TXN00011817,P106862,2024-02-03,gem_pack_mega,currency,49.99,Android,US
TXN00020630,P185431,2024-02-03,energy_refill,consumable,0.99,Android,CN
TXN00033224,P297733,2024-02-03,starter_bundle,bundle,2.99,Android,CN
TXN00026125,P233260,2024-02-03,gem_pack_large,currency,9.99,Android,CN
TXN00005868,P054224,2024-02-03,gem_pack_small,currency,0.5,iOS,US
TXN00017790,P160447,2024-02-03,gem_pack_large,currency,9.99,Android,DE
TXN00026126,P233260,2024-02-03,gem_pack_ultra,currency,99.99,Android,CN
TXN00002089,P019137,2024-02-03,extra_lives,consumable,1.99,Android,MX
TXN00012347,P111268,2024-02-03,energy_refill,consumable,0.99,iOS,AU
TXN00030557,P273863,2024-02-03,gem_pack_small,currency,0.99,Android,MX
TXN00021138,P189933,2024-02-03,weekly_bundle,bundle,4.99,Android,US
TXN00002136,P019557,2024-02-03,gem_pack_small,currency,0.99,Android,JP
TXN00011416,P102954,2024-02-03,speed_boost,consumable,2.99,iOS,CN
TXN00008554,P078823,2024-02-03,weekly_bundle,bundle,2.5,iOS,FR
TXN00031310,P279996,2024-02-03,cosmetic_skin_2,cosmetic,7.99,Android,UK
TXN00025761,P230620,2024-02-03,gem_pack_medium,currency,4.99,Android,JP
TXN00008955,P082135,2024-02-03,gem_pack_large,currency,9.99,Android,US
TXN00025763,P230620,2024-02-03,gem_pack_medium,currency,4.99,Android,JP
TXN00014137,P127737,2024-02-03,gem_pack_medium,currency,4.99,Android,UK
TXN00019254,P173922,2024-02-03,gem_pack_medium,currency,4.99,Android,JP
TXN00028338,P254076,2024-02-03,starter_bundle,bundle,2.99,iOS,UK
TXN00007388,P068079,2024-02-03,gem_pack_small,currency,0.99,Android,KR
TXN00020920,P187997,2024-02-03,starter_bundle,bundle,2.99,Android,MX
TXN00010447,P094328,2024-02-03,weekly_bundle,bundle,4.99,Android,JP
TXN00005118,P046509,2024-02-03,starter_bundle,bundle,2.99,Android,CN
TXN00014235,P128498,2024-02-03,cosmetic_skin_1,cosmetic,4.99,Android,KR
TXN00020540,P184661,2024-02-03,gem_pack_mega,currency,49.99,Android,US
TXN00005335,P048681,2024-02-03,extra_lives,consumable,1.99,iOS,CA
TXN00022568,P203287,2024-02-03,battle_pass,subscription,9.99,Android,DE
TXN00032261,P288717,2024-02-03,gem_pack_small,currency,0.99,iOS,BR
TXN00031871,P285432,2024-02-03,battle_pass,subscription,9.99,Android,IN
TXN00023238,P209328,2024-02-03,starter_bundle,bundle,2.99,Android,US
TXN00025475,P228340,2024-02-03,gem_pack_large,currency,9.99,Android,DE
TXN00002353,P021813,2024-02-03,monthly_bundle,bundle,9.99,iOS,IN
TXN00007762,P071688,2024-02-03,vip_pass,subscription,14.99,iOS,US
TXN00015492,P140154,2024-02-03,speed_boost,consumable,2.99,iOS,US
TXN00014318,P129170,2024-02-03,extra_lives,consumable,1.99,iOS,MX
TXN00010239,P092680,2024-02-03,season_pass,subscription,19.99,iOS,TW
TXN00010235,P092680,2024-02-03,gem_pack_medium,currency,4.99,iOS,TW
TXN00017091,P154304,2024-02-03,speed_boost,consumable,2.99,iOS,JP
TXN00010233,P092680,2024-02-03,starter_bundle,bundle,2.99,iOS,TW
TXN00026670,P238171,2024-02-03,cosmetic_skin_2,cosmetic,9.99,iOS,JP
TXN00019178,P173173,2024-02-03,gem_pack_large,currency,7.99,iOS,US
TXN00020062,P180237,2024-02-03,gem_pack_ultra,currency,99.99,Android,IN
TXN00034308,P307239,2024-02-03,energy_refill,consumable,0.99,iOS,CN
TXN00016226,P146713,2024-02-03,energy_refill,consumable,0.99,iOS,IN
TXN00026673,P238171,2024-02-03,vip_pass,subscription,14.99,iOS,JP
TXN00009887,P090206,2024-02-03,gem_pack_mega,currency,49.99,Android,DE
TXN00004675,P042500,2024-02-03,gem_pack_small,currency,0.99,iOS,SG
TXN00012051,P108652,2024-02-03,gem_pack_medium,currency,4.99,iOS,IN
TXN00008534,P078663,2024-02-03,gem_pack_small,currency,0.99,iOS,US
TXN00007480,P068974,2024-02-03,gem_pack_small,currency,0.99,Android,IN
TXN00020539,P184661,2024-02-03,gem_pack_large,currency,9.99,Android,US
TXN00027757,P248491,2024-02-03,battle_pass,subscription,9.99,iOS,US
TXN00000248,P002609,2024-02-03,gem_pack_large,currency,7.99,Android,US
TXN00008599,P079094,2024-02-03,vip_pass,subscription,14.99,Android,US
TXN00014765,P133758,2024-02-03,gem_pack_small,currency,0.5,Android,UK
TXN00014762,P133758,2024-02-03,speed_boost,consumable,2.99,Android,UK
TXN00009889,P090206,2024-02-03,legendary_chest,lootbox,11.99,Android,DE
TXN00027761,P248491,2024-02-03,gem_pack_small,currency,0.99,iOS,US
TXN00004727,P043023,2024-02-03,energy_refill,consumable,0.99,Android,CA
TXN00013942,P125662,2024-02-03,gem_pack_large,currency,9.99,iOS,ID
TXN00014761,P133758,2024-02-03,gem_pack_small,currency,0.99,Android,UK
TXN00015729,P142441,2024-02-03,gem_pack_small,currency,0.99,iOS,CA
TXN00005186,P047194,2024-02-03,gem_pack_large,currency,9.99,Android,BR
TXN00031793,P284630,2024-02-03,weekly_bundle,bundle,4.99,iOS,BR
TXN00031787,P284446,2024-02-03,epic_chest,lootbox,7.99,Android,CA
TXN00000275,P002796,2024-02-03,gem_pack_small,currency,0.79,Android,JP
TXN00031081,P278329,2024-02-03,gem_pack_large,currency,9.99,iOS,JP
TXN00033825,P303094,2024-02-03,monthly_bundle,bundle,9.99,iOS,US
TXN00013455,P121145,2024-02-03,cosmetic_skin_2,cosmetic,9.99,Android,TW
TXN00031773,P284351,2024-02-03,weekly_bundle,bundle,3.99,iOS,UK
TXN00024708,P222003,2024-02-03,gem_pack_large,currency,9.99,Android,IN
TXN00005164,P047119,2024-02-04,gem_pack_ultra,currency,99.99,Android,BR
TXN00031530,P281764,2024-02-04,extra_lives,consumable,1.99,iOS,SG
TXN00031528,P281764,2024-02-04,gem_pack_small,currency,0.99,iOS,SG
TXN00018681,P168935,2024-02-04,rare_chest,lootbox,2.99,Android,KR
TXN00033821,P303094,2024-02-04,weekly_bundle,bundle,4.99,iOS,US
TXN00019874,P178781,2024-02-04,gem_pack_small,currency,0.99,iOS,BR
TXN00020994,P188757,2024-02-04,season_pass,subscription,19.99,Android,CN
TXN00019187,P173214,2024-02-04,gem_pack_mega,currency,25.0,iOS,BR
TXN00031319,P280037,2024-02-04,battle_pass,subscription,9.99,iOS,US
TXN00005251,P048119,2024-02-04,starter_bundle,bundle,1.5,Android,CN
TXN00021732,P196020,2024-02-04,speed_boost,consumable,2.99,iOS,JP
TXN00027389,P244801,2024-02-04,gem_pack_small,currency,0.99,iOS,MX
TXN00003074,P028407,2024-02-04,energy_refill,consumable,0.99,iOS,KR
TXN00028411,P254749,2024-02-04,gem_pack_medium,currency,4.99,Android,UK
TXN00013068,P117602,2024-02-04,gem_pack_small,currency,0.99,Android,US
TXN00031318,P280037,2024-02-04,energy_refill,consumable,0.99,iOS,US
TXN00030388,P271971,2024-02-04,gem_pack_mega,currency,49.99,Android,DE
TXN00015328,P138934,2024-02-04,extra_lives,consumable,1.99,Android,JP
TXN00019084,P172250,2024-02-04,energy_refill,consumable,0.79,iOS,US
TXN00020901,P187915,2024-02-04,gem_pack_medium,currency,4.99,iOS,MX
TXN00020900,P187894,2024-02-04,extra_lives,consumable,1.99,iOS,US
TXN00020899,P187894,2024-02-04,gem_pack_small,currency,0.99,iOS,US
TXN00020898,P187894,2024-02-04,epic_chest,lootbox,7.99,iOS,US
TXN00018906,P170574,2024-02-04,speed_boost,consumable,2.99,Android,TW
TXN00031642,P282901,2024-02-04,extra_lives,consumable,1.59,iOS,US
TXN00028921,P259152,2024-02-04,gem_pack_medium,currency,4.99,iOS,US
TXN00031775,P284351,2024-02-04,vip_pass,subscription,14.99,iOS,UK
TXN00026453,P236480,2024-02-04,gem_pack_large,currency,9.99,Android,ID
TXN00011600,P105036,2024-02-04,battle_pass,subscription,5.0,Android,AU
TXN00012455,P112233,2024-02-04,gem_pack_medium,currency,2.5,Android,IN
TXN00002914,P027286,2024-02-04,gem_pack_medium,currency,4.99,Android,US
TXN00012471,P112401,2024-02-04,rare_chest,lootbox,2.99,iOS,MX
TXN00031710,P283536,2024-02-04,gem_pack_small,currency,0.99,Android,DE
TXN00031709,P283536,2024-02-04,cosmetic_skin_1,cosmetic,4.99,Android,DE
TXN00029148,P261238,2024-02-04,gem_pack_small,currency,0.99,iOS,KR
TXN00012466,P112375,2024-02-04,weekly_bundle,bundle,4.99,Android,DE
TXN00024038,P216149,2024-02-04,gem_pack_small,currency,0.79,Android,DE
TXN00034133,P305657,2024-02-04,battle_pass,subscription,7.99,Android,CA
TXN00015329,P138934,2024-02-04,speed_boost,consumable,2.99,Android,JP
TXN00019085,P172250,2024-02-04,extra_lives,consumable,1.59,iOS,US
TXN00026449,P236480,2024-02-04,gem_pack_large,currency,9.99,Android,ID
TXN00012902,P116146,2024-02-04,speed_boost,consumable,2.99,Android,US
TXN00023812,P214033,2024-02-04,gem_pack_medium,currency,4.99,iOS,TW
TXN00026676,P238171,2024-02-04,vip_pass,subscription,7.5,iOS,JP
TXN00002135,P019557,2024-02-04,starter_bundle,bundle,2.99,Android,JP
TXN00014375,P129963,2024-02-04,cosmetic_skin_2,cosmetic,9.99,iOS,FR
TXN00028469,P254988,2024-02-04,gem_pack_small,currency,0.99,Android,US
TXN00028503,P255302,2024-02-04,gem_pack_mega,currency,49.99,Android,DE
TXN00026678,P238171,2024-02-04,gem_pack_mega,currency,49.99,iOS,JP
TXN00004945,P044842,2024-02-04,gem_pack_small,currency,0.99,Android,CN
TXN00007445,P068633,2024-02-04,cosmetic_skin_1,cosmetic,4.99,iOS,KR
TXN00004927,P044737,2024-02-04,speed_boost,consumable,2.99,iOS,CA
TXN00004924,P044737,2024-02-04,gem_pack_large,currency,9.99,iOS,CA
TXN00004263,P039196,2024-02-04,battle_pass,subscription,9.99,Android,IN
TXN00019904,P178989,2024-02-04,energy_refill,consumable,0.99,iOS,SG
TXN00015124,P137004,2024-02-04,gem_pack_small,currency,0.99,iOS,IN
TXN00009018,P082735,2024-02-04,gem_pack_large,currency,9.99,Android,JP
TXN00019592,P176300,2024-02-04,gem_pack_small,currency,0.99,iOS,US
TXN00030710,P275168,2024-02-04,vip_pass,subscription,14.99,Android,US
TXN00026448,P236480,2024-02-04,vip_pass,subscription,11.99,Android,ID
TXN00034146,P305734,2024-02-04,energy_refill,consumable,0.99,Android,MX
TXN00004930,P044747,2024-02-04,cosmetic_skin_1,cosmetic,4.99,Android,SG
TXN00025572,P229065,2024-02-04,rare_chest,lootbox,2.39,iOS,BR
TXN00009974,P090868,2024-02-04,weekly_bundle,bundle,4.99,iOS,AU
TXN00033398,P298799,2024-02-04,battle_pass,subscription,9.99,iOS,MX
TXN00027758,P248491,2024-02-04,gem_pack_ultra,currency,99.99,iOS,US
TXN00027759,P248491,2024-02-04,gem_pack_mega,currency,49.99,iOS,US
TXN00010954,P098904,2024-02-04,gem_pack_medium,currency,4.99,iOS,CN
TXN00013451,P121145,2024-02-04,gem_pack_medium,currency,3.99,Android,TW
TXN00000155,P001711,2024-02-04,gem_pack_large,currency,9.99,Android,JP
TXN00010036,P091404,2024-02-04,gem_pack_small,currency,0.99,iOS,KR
TXN00018612,P168159,2024-02-04,gem_pack_medium,currency,4.99,iOS,JP
TXN00000219,P002136,2024-02-04,epic_chest,lootbox,7.99,Android,DE
TXN00013454,P121145,2024-02-04,gem_pack_medium,currency,4.99,Android,TW
TXN00027990,P250707,2024-02-04,gem_pack_large,currency,9.99,iOS,US
TXN00012194,P109985,2024-02-04,weekly_bundle,bundle,3.99,iOS,US
TXN00027960,P250246,2024-02-04,battle_pass,subscription,9.99,iOS,FR
TXN00032556,P291205,2024-02-04,extra_lives,consumable,1.99,iOS,DE
TXN00033399,P298799,2024-02-04,cosmetic_skin_1,cosmetic,4.99,iOS,MX
TXN00001670,P015515,2024-02-04,shield_pack,consumable,3.99,Android,US
TXN00024271,P218191,2024-02-04,starter_bundle,bundle,2.99,Android,JP
TXN00010234,P092680,2024-02-04,weekly_bundle,bundle,4.99,iOS,TW
TXN00033445,P299182,2024-02-04,gem_pack_small,currency,0.79,iOS,UK
TXN00020237,P181901,2024-02-04,rare_chest,lootbox,2.99,Android,KR
TXN00021789,P196427,2024-02-04,starter_bundle,bundle,2.99,Android,CN
TXN00015984,P144672,2024-02-04,gem_pack_large,currency,9.99,Android,BR
TXN00030116,P269309,2024-02-04,epic_chest,lootbox,7.99,Android,US
TXN00006887,P063151,2024-02-04,gem_pack_medium,currency,2.5,Android,BR
TXN00007182,P066114,2024-02-04,extra_lives,consumable,1.99,iOS,IN
TXN00020707,P186405,2024-02-04,gem_pack_large,currency,9.99,Android,US
TXN00003540,P033041,2024-02-04,energy_refill,consumable,0.79,iOS,CA
TXN00018540,P167528,2024-02-04,gem_pack_large,currency,9.99,Android,JP
TXN00024423,P219531,2024-02-04,speed_boost,consumable,2.99,Android,FR
TXN00019382,P174764,2024-02-04,gem_pack_small,currency,0.5,iOS,US
TXN00031069,P278235,2024-02-04,weekly_bundle,bundle,4.99,iOS,KR
TXN00025759,P230567,2024-02-04,gem_pack_small,currency,0.99,Android,DE
TXN00026128,P233260,2024-02-04,gem_pack_ultra,currency,99.99,Android,CN
TXN00020671,P185863,2024-02-04,gem_pack_medium,currency,4.99,iOS,CA
TXN00030391,P271971,2024-02-04,battle_pass,subscription,9.99,Android,DE
TXN00013407,P120331,2024-02-04,gem_pack_medium,currency,2.5,iOS,MX
TXN00001555,P014472,2024-02-04,gem_pack_small,currency,0.99,Android,JP
TXN00003862,P035572,2024-02-04,gem_pack_medium,currency,4.99,iOS,CN
TXN00032092,P287667,2024-02-04,gem_pack_medium,currency,4.99,Android,US
TXN00020670,P185863,2024-02-04,season_pass,subscription,15.99,iOS,CA
TXN00003400,P031561,2024-02-04,vip_pass,subscription,14.99,Android,UK
TXN00006405,P058660,2024-02-04,gem_pack_small,currency,0.79,iOS,JP
TXN00013944,P125662,2024-02-04,battle_pass,subscription,9.99,iOS,ID
TXN00028254,P253322,2024-02-05,starter_bundle,bundle,2.99,Android,US
TXN00020342,P182891,2024-02-05,gem_pack_medium,currency,3.99,iOS,DE
TXN00010357,P093594,2024-02-05,gem_pack_large,currency,9.99,Android,FR
TXN00020631,P185431,2024-02-05,extra_lives,consumable,1.99,Android,CN
TXN00016895,P152722,2024-02-05,extra_lives,consumable,1.99,iOS,UK
TXN00009277,P084773,2024-02-05,starter_bundle,bundle,2.99,iOS,CA
TXN00004929,P044747,2024-02-05,gem_pack_large,currency,9.99,Android,SG
TXN00026451,P236480,2024-02-05,weekly_bundle,bundle,4.99,Android,ID
TXN00002148,P019708,2024-02-05,gem_pack_small,currency,0.79,Android,JP
TXN00014858,P134564,2024-02-05,gem_pack_medium,currency,4.99,iOS,US
TXN00031557,P281954,2024-02-05,cosmetic_skin_1,cosmetic,4.99,iOS,UK
TXN00021637,P195002,2024-02-05,gem_pack_small,currency,0.99,iOS,DE
TXN00021636,P195002,2024-02-05,battle_pass,subscription,9.99,iOS,DE
TXN00000239,P002467,2024-02-05,gem_pack_medium,currency,4.99,Android,BR
TXN00020871,P187702,2024-02-05,energy_refill,consumable,0.99,iOS,US
TXN00028259,P253359,2024-02-05,energy_refill,consumable,0.99,Android,JP
TXN00033444,P299182,2024-02-05,starter_bundle,bundle,2.99,iOS,UK
TXN00032169,P288081,2024-02-05,gem_pack_mega,currency,49.99,iOS,SG
TXN00034224,P306499,2024-02-05,weekly_bundle,bundle,4.99,Android,US
TXN00012056,P108658,2024-02-05,gem_pack_small,currency,0.99,iOS,AU
TXN00015296,P138775,2024-02-05,season_pass,subscription,9.99,Android,UK
TXN00019727,P177300,2024-02-05,extra_lives,consumable,1.59,Android,US
TXN00002204,P020127,2024-02-05,gem_pack_small,currency,0.99,iOS,BR
TXN00004420,P040816,2024-02-05,extra_lives,consumable,1.59,Android,IN
TXN00032763,P293496,2024-02-05,starter_bundle,bundle,2.99,iOS,US
TXN00009006,P082669,2024-02-05,starter_bundle,bundle,2.99,Android,US
TXN00029956,P267893,2024-02-05,starter_bundle,bundle,2.99,iOS,US
TXN00029308,P262782,2024-02-05,gem_pack_medium,currency,4.99,Android,US
TXN00010449,P094328,2024-02-05,battle_pass,subscription,9.99,Android,JP
TXN00018541,P167528,2024-02-05,weekly_bundle,bundle,4.99,Android,JP
TXN00014562,P131743,2024-02-05,weekly_bundle,bundle,3.99,Android,KR
TXN00014561,P131743,2024-02-05,season_pass,subscription,19.99,Android,KR
TXN00010451,P094328,2024-02-05,gem_pack_medium,currency,4.99,Android,JP
TXN00015119,P136979,2024-02-05,gem_pack_large,currency,9.99,iOS,UK
TXN00028676,P256869,2024-02-05,rare_chest,lootbox,2.99,Android,US
TXN00026516,P236890,2024-02-05,gem_pack_medium,currency,4.99,iOS,KR
TXN00025408,P227825,2024-02-05,gem_pack_large,currency,9.99,Android,BR
TXN00024953,P224225,2024-02-05,starter_bundle,bundle,2.39,iOS,DE
TXN00017840,P161166,2024-02-05,monthly_bundle,bundle,9.99,Android,US
TXN00008208,P075773,2024-02-05,starter_bundle,bundle,2.99,iOS,BR
TXN00019107,P172631,2024-02-05,gem_pack_small,currency,0.99,Android,US
TXN00032259,P288717,2024-02-05,gem_pack_large,currency,9.99,iOS,BR
TXN00017350,P156529,2024-02-05,starter_bundle,bundle,2.99,Android,CA
TXN00031872,P285432,2024-02-05,starter_bundle,bundle,2.99,Android,IN
TXN00019726,P177300,2024-02-05,energy_refill,consumable,0.79,Android,US
TXN00032540,P291091,2024-02-05,gem_pack_small,currency,0.99,Android,US
TXN00023777,P213830,2024-02-05,energy_refill,consumable,0.99,Android,DE
TXN00016727,P151268,2024-02-05,monthly_bundle,bundle,9.99,Android,FR
TXN00007263,P066947,2024-02-05,energy_refill,consumable,0.99,Android,JP
TXN00013576,P122457,2024-02-05,extra_lives,consumable,1.99,iOS,UK
TXN00001554,P014472,2024-02-05,epic_chest,lootbox,7.99,Android,JP
TXN00011303,P101753,2024-02-05,gem_pack_large,currency,9.99,Android,IN
TXN00024805,P222904,2024-02-05,gem_pack_medium,currency,4.99,Android,US
TXN00003813,P035212,2024-02-05,battle_pass,subscription,5.0,Android,AU
TXN00014763,P133758,2024-02-05,gem_pack_medium,currency,4.99,Android,UK
TXN00014723,P133401,2024-02-05,starter_bundle,bundle,2.99,iOS,FR
TXN00002132,P019557,2024-02-05,gem_pack_small,currency,0.99,Android,JP
TXN00016453,P148933,2024-02-05,starter_bundle,bundle,2.99,Android,CN
TXN00022459,P202204,2024-02-05,gem_pack_small,currency,0.99,iOS,UK
TXN00012719,P114306,2024-02-05,energy_refill,consumable,0.79,Android,CN
TXN00009743,P088965,2024-02-05,cosmetic_skin_1,cosmetic,3.99,Android,US
TXN00030933,P277034,2024-02-05,gem_pack_medium,currency,3.99,iOS,FR
TXN00008595,P079094,2024-02-05,season_pass,subscription,19.99,Android,US
TXN00012050,P108652,2024-02-05,gem_pack_medium,currency,4.99,iOS,IN
TXN00002096,P019177,2024-02-05,extra_lives,consumable,1.99,Android,US
TXN00012351,P111268,2024-02-05,gem_pack_medium,currency,4.99,iOS,AU
TXN00033182,P297332,2024-02-05,speed_boost,consumable,2.99,Android,TW
TXN00018155,P163889,2024-02-05,gem_pack_medium,currency,4.99,iOS,US
TXN00018154,P163889,2024-02-05,starter_bundle,bundle,2.99,iOS,US
TXN00012055,P108658,2024-02-05,energy_refill,consumable,0.79,iOS,AU
TXN00034367,P307599,2024-02-05,weekly_bundle,bundle,4.99,Android,JP
TXN00020499,P184225,2024-02-05,gem_pack_large,currency,7.99,Android,UK
TXN00013940,P125662,2024-02-05,speed_boost,consumable,2.99,iOS,ID
TXN00000599,P005571,2024-02-05,gem_pack_small,currency,0.99,iOS,CN
TXN00001667,P015515,2024-02-05,weekly_bundle,bundle,4.99,Android,US
TXN00032757,P293466,2024-02-05,gem_pack_small,currency,0.79,Android,JP
TXN00023986,P215759,2024-02-05,monthly_bundle,bundle,5.0,Android,JP
TXN00013834,P124946,2024-02-05,cosmetic_skin_2,cosmetic,9.99,iOS,JP
TXN00013409,P120331,2024-02-05,vip_pass,subscription,14.99,iOS,MX
TXN00019277,P174012,2024-02-05,gem_pack_small,currency,0.99,iOS,DE
TXN00021992,P198440,2024-02-05,gem_pack_small,currency,0.99,iOS,IN
TXN00020069,P180237,2024-02-05,gem_pack_mega,currency,49.99,Android,IN
TXN00033663,P301623,2024-02-05,gem_pack_large,currency,9.99,Android,UK
TXN00030925,P277026,2024-02-05,gem_pack_medium,currency,4.99,iOS,CN
TXN00029208,P261860,2024-02-05,season_pass,subscription,19.99,iOS,US
TXN00010448,P094328,2024-02-05,extra_lives,consumable,1.59,Android,JP
TXN00026129,P233260,2024-02-05,monthly_bundle,bundle,9.99,Android,CN
TXN00018216,P164911,2024-02-05,season_pass,subscription,9.99,iOS,KR
TXN00033155,P297089,2024-02-05,gem_pack_mega,currency,49.99,Android,KR
TXN00008956,P082135,2024-02-06,vip_pass,subscription,14.99,Android,US
